Segment_id,latitude,longitude,location,dist_from_start,dist_from_end
217,30.395507000000002,76.763867,National Highway 1   Ambala Haryana India,92.02936191092958,165.68832570504276
218,30.39404106140137,76.76847076416016,"CITY COMPLEX, NH 1, Ghel, Ambala, Haryana 133006, India",92.50069609721514,165.2169915187572
219,30.393138,76.773236,NH 44   Ambala Haryana India,92.96946579943388,164.74822181653843
220,30.391587,76.777236,NH 44  Ambala City Ambala Haryana India,93.39058487987973,164.3271027360926
221,30.389090999999997,76.78044399999997,NH 44   Ambala Haryana India,93.80485523865505,163.91283237731727
222,30.386492999999998,76.78416899999998,NH 44   Ambala Haryana India,94.26433197828308,163.4533556376893
223,30.383979999999998,76.78755600000002,National Highway 1   Ambala Haryana India,94.69279551412035,163.02489210185195
224,30.381153,76.790622,National Highway 1  Ambala City Ambala Haryana India,95.122979251765,162.59470836420738
225,30.37822700000001,76.79344,National Highway 1  Ambala City Ambala Haryana India,95.54556836553013,162.17211925044222
226,30.37544,76.796036,National Highway 1  Ambala City Ambala Haryana India,95.94271065789205,161.77497695808032
227,30.37306400000001,76.797787,National Highway 1  Ambala City Ambala Haryana India,96.25529349911714,161.46239411685517
228,30.3690185546875,76.7984390258789,"Ambala Chandigarh Expy, Model Town, Ambala, Haryana 133001, India",96.70812485352572,161.0095627624466
229,30.365217208862305,76.79947662353516,"Jammu - Delhi Road, Ambala Cantt, Haryana 133001, India",97.14118014188291,160.57650747408942
230,30.361421999999997,76.800551,National Highway 1  Ambala City Ambala Haryana India,97.57440335183792,160.1432842641344
231,30.358259999999998,76.801502,National Highway 1  Ambala City Ambala Haryana India,97.93666457652624,159.7810230394461
232,30.354722,76.804009,National Highway 1  Ambala City Ambala Haryana India,98.39701871299478,159.32066890297756
233,30.352078,76.807787,National Highway 1  Ambala Cantt Ambala Haryana India,98.86375941326432,158.853928202708
234,30.34983253479004,76.81155395507812,"Jammu - Delhi Road, Ambala Cantt, Haryana 133005, India",99.30323103805885,158.41445657791348
235,30.347564000000002,76.815404,National Highway 1  Ambala Cantt Ambala Haryana India,99.75074834059369,157.96693927537862
236,30.345422,76.819138,National Highway 1  Ambala Cantt Ambala Haryana India,100.18119350806118,157.53649410791115
237,30.343220000000002,76.822622,National Highway 1  Ambala Cantt Ambala Haryana India,100.59569207273262,157.12199554323973
238,30.340767,76.8268,National Highway 1  Ambala Cantt Ambala Haryana India,101.08080647844524,156.6368811375271
239,30.33845800000001,76.830676,National Highway 1  Ambala Cantt Ambala Haryana India,101.53294293601185,156.18474467996054
240,30.336055755615234,76.83422088623047,"54, Railway Colony, Sadar Bazar, Ambala Sadar, Haryana 133005, India",101.96550830548072,155.7521793104917
241,30.33197021484375,76.8355712890625,"Jammu - Delhi Road, Shashtri Colony, Ambala Sadar, Haryana 133005, India",102.43667177164896,155.2810158443234
242,30.327969,76.83649799999998,National Highway 1  Ambala Cantt Ambala Haryana India,102.8891023417507,154.8285852742217
243,30.324038,76.837653,National Highway 1  Ambala Cantt Ambala Haryana India,103.33881812104471,154.37886949492759
244,30.320466999999997,76.838587,National Highway 1  Ambala Cantt Ambala Haryana India,103.7447546797165,153.97293293625592
245,30.316667,76.83968,National Highway 1  Ambala Cantt Ambala Haryana India,104.17893230470501,153.53875531126738
246,30.312562,76.84071999999998,National Highway 1  Ambala City Ambala Haryana India,104.644867125207,153.0728204907654
247,30.308578000000004,76.841787,National Highway 1  Ambala Cantt Ambala Haryana India,105.09829144810242,152.61939616786998
248,30.304756,76.842809,National Highway 1  Ambala City Ambala Haryana India,105.53324388144205,152.18444373453036
249,30.301009000000004,76.843769,National Highway 1  Shahpur Ambala Haryana India,105.95876795509209,151.7589196608803
250,30.297182,76.845102,National Highway 1  Shahpur Ambala Haryana India,106.4019745420936,151.3157130738788
